,image,mask
11517,Dataset\Train\WithMask\Augmented_459_2876467.png,1
11518,Dataset\Train\WithMask\Augmented_459_3948259.png,1
11519,Dataset\Train\WithMask\Augmented_459_9488866.png,1
11520,Dataset\Train\WithMask\Augmented_45_1643547.png,1
11521,Dataset\Train\WithMask\Augmented_45_2913307.png,1
11522,Dataset\Train\WithMask\Augmented_45_6654491.png,1
11523,Dataset\Train\WithMask\Augmented_45_6672536.png,1
11524,Dataset\Train\WithMask\Augmented_45_8675178.png,1
11525,Dataset\Train\WithMask\Augmented_460_3098337.png,1
11526,Dataset\Train\WithMask\Augmented_460_4639159.png,1
11527,Dataset\Train\WithMask\Augmented_460_4973652.png,1
11528,Dataset\Train\WithMask\Augmented_460_8898752.png,1
11529,Dataset\Train\WithMask\Augmented_460_9639320.png,1
11530,Dataset\Train\WithMask\Augmented_461_1175536.png,1
11531,Dataset\Train\WithMask\Augmented_461_1273255.png,1
11532,Dataset\Train\WithMask\Augmented_461_7284557.png,1
11533,Dataset\Train\WithMask\Augmented_461_7826707.png,1
11534,Dataset\Train\WithMask\Augmented_462_2909475.png,1
11535,Dataset\Train\WithMask\Augmented_462_6039471.png,1
11536,Dataset\Train\WithMask\Augmented_462_6886115.png,1
11537,Dataset\Train\WithMask\Augmented_462_8446715.png,1
11538,Dataset\Train\WithMask\Augmented_462_8767770.png,1
11539,Dataset\Train\WithMask\Augmented_463_3333855.png,1
11540,Dataset\Train\WithMask\Augmented_463_4312135.png,1
11541,Dataset\Train\WithMask\Augmented_463_6745388.png,1
11542,Dataset\Train\WithMask\Augmented_463_7057593.png,1
11543,Dataset\Train\WithMask\Augmented_463_8491416.png,1
11544,Dataset\Train\WithMask\Augmented_464_2565204.png,1
11545,Dataset\Train\WithMask\Augmented_464_4332196.png,1
11546,Dataset\Train\WithMask\Augmented_464_444095.png,1
11547,Dataset\Train\WithMask\Augmented_464_5760607.png,1
11548,Dataset\Train\WithMask\Augmented_464_5962108.png,1
11549,Dataset\Train\WithMask\Augmented_464_8538173.png,1
11550,Dataset\Train\WithMask\Augmented_465_132803.png,1
11551,Dataset\Train\WithMask\Augmented_465_2030244.png,1
11552,Dataset\Train\WithMask\Augmented_465_3089704.png,1
11553,Dataset\Train\WithMask\Augmented_465_5789950.png,1
11554,Dataset\Train\WithMask\Augmented_465_9168174.png,1
11555,Dataset\Train\WithMask\Augmented_466_1292032.png,1
11556,Dataset\Train\WithMask\Augmented_466_278830.png,1
11557,Dataset\Train\WithMask\Augmented_466_523788.png,1
11558,Dataset\Train\WithMask\Augmented_466_5931955.png,1
11559,Dataset\Train\WithMask\Augmented_466_6306026.png,1
11560,Dataset\Train\WithMask\Augmented_466_7202968.png,1
11561,Dataset\Train\WithMask\Augmented_467_15945.png,1
11562,Dataset\Train\WithMask\Augmented_467_2188555.png,1
11563,Dataset\Train\WithMask\Augmented_467_731299.png,1
11564,Dataset\Train\WithMask\Augmented_467_7736244.png,1
11565,Dataset\Train\WithMask\Augmented_467_894639.png,1
11566,Dataset\Train\WithMask\Augmented_467_9550070.png,1
11567,Dataset\Train\WithMask\Augmented_468_1262805.png,1
11568,Dataset\Train\WithMask\Augmented_468_1387194.png,1
11569,Dataset\Train\WithMask\Augmented_468_1810616.png,1
11570,Dataset\Train\WithMask\Augmented_468_3094298.png,1
11571,Dataset\Train\WithMask\Augmented_468_7752123.png,1
11572,Dataset\Train\WithMask\Augmented_469_3603856.png,1
11573,Dataset\Train\WithMask\Augmented_469_6192148.png,1
11574,Dataset\Train\WithMask\Augmented_469_9453081.png,1
11575,Dataset\Train\WithMask\Augmented_46_2554777.png,1
11576,Dataset\Train\WithMask\Augmented_46_3454237.png,1
11577,Dataset\Train\WithMask\Augmented_46_7040486.png,1
11578,Dataset\Train\WithMask\Augmented_46_7607408.png,1
11579,Dataset\Train\WithMask\Augmented_46_8116801.png,1
11580,Dataset\Train\WithMask\Augmented_46_9129729.png,1
11581,Dataset\Train\WithMask\Augmented_470_2977243.png,1
11582,Dataset\Train\WithMask\Augmented_470_4074021.png,1
11583,Dataset\Train\WithMask\Augmented_470_6549642.png,1
11584,Dataset\Train\WithMask\Augmented_470_9291100.png,1
11585,Dataset\Train\WithMask\Augmented_471_1921584.png,1
11586,Dataset\Train\WithMask\Augmented_471_7303947.png,1
11587,Dataset\Train\WithMask\Augmented_471_7400770.png,1
11588,Dataset\Train\WithMask\Augmented_471_7807392.png,1
11589,Dataset\Train\WithMask\Augmented_471_9267242.png,1
11590,Dataset\Train\WithMask\Augmented_472_1470543.png,1
11591,Dataset\Train\WithMask\Augmented_472_1620279.png,1
11592,Dataset\Train\WithMask\Augmented_472_4822652.png,1
11593,Dataset\Train\WithMask\Augmented_472_7237096.png,1
11594,Dataset\Train\WithMask\Augmented_473_4972294.png,1
11595,Dataset\Train\WithMask\Augmented_473_6011133.png,1
11596,Dataset\Train\WithMask\Augmented_473_6780265.png,1
11597,Dataset\Train\WithMask\Augmented_473_7947484.png,1
11598,Dataset\Train\WithMask\Augmented_473_8424083.png,1
11599,Dataset\Train\WithMask\Augmented_473_9469737.png,1
11600,Dataset\Train\WithMask\Augmented_474_2120764.png,1
11601,Dataset\Train\WithMask\Augmented_474_3163969.png,1
11602,Dataset\Train\WithMask\Augmented_474_5782935.png,1
11603,Dataset\Train\WithMask\Augmented_474_676114.png,1
11604,Dataset\Train\WithMask\Augmented_474_7090220.png,1
11605,Dataset\Train\WithMask\Augmented_475_1258060.png,1
11606,Dataset\Train\WithMask\Augmented_475_1761273.png,1
11607,Dataset\Train\WithMask\Augmented_475_4953219.png,1
11608,Dataset\Train\WithMask\Augmented_475_6385366.png,1
11609,Dataset\Train\WithMask\Augmented_475_9254891.png,1
11610,Dataset\Train\WithMask\Augmented_476_1059189.png,1
11611,Dataset\Train\WithMask\Augmented_476_2179619.png,1
11612,Dataset\Train\WithMask\Augmented_476_4399101.png,1
11613,Dataset\Train\WithMask\Augmented_476_549946.png,1
11614,Dataset\Train\WithMask\Augmented_476_5594716.png,1
11615,Dataset\Train\WithMask\Augmented_477_1690911.png,1
11616,Dataset\Train\WithMask\Augmented_477_2370348.png,1
11617,Dataset\Train\WithMask\Augmented_477_2830784.png,1
11618,Dataset\Train\WithMask\Augmented_477_6474292.png,1
11619,Dataset\Train\WithMask\Augmented_478_6349358.png,1
11620,Dataset\Train\WithMask\Augmented_478_6353030.png,1
11621,Dataset\Train\WithMask\Augmented_478_6952718.png,1
11622,Dataset\Train\WithMask\Augmented_478_7694454.png,1
11623,Dataset\Train\WithMask\Augmented_478_9789520.png,1
11624,Dataset\Train\WithMask\Augmented_479_348403.png,1
11625,Dataset\Train\WithMask\Augmented_479_5056948.png,1
11626,Dataset\Train\WithMask\Augmented_479_5517551.png,1
11627,Dataset\Train\WithMask\Augmented_479_6627462.png,1
11628,Dataset\Train\WithMask\Augmented_479_8786541.png,1
11629,Dataset\Train\WithMask\Augmented_47_198200.png,1
11630,Dataset\Train\WithMask\Augmented_47_3458605.png,1
11631,Dataset\Train\WithMask\Augmented_47_5870689.png,1
11632,Dataset\Train\WithMask\Augmented_47_7237658.png,1
11633,Dataset\Train\WithMask\Augmented_47_8552512.png,1
11634,Dataset\Train\WithMask\Augmented_480_3649088.png,1
11635,Dataset\Train\WithMask\Augmented_480_6037990.png,1
11636,Dataset\Train\WithMask\Augmented_480_8023138.png,1
11637,Dataset\Train\WithMask\Augmented_480_8284394.png,1
11638,Dataset\Train\WithMask\Augmented_480_9764122.png,1
11639,Dataset\Train\WithMask\Augmented_481_1132848.png,1
11640,Dataset\Train\WithMask\Augmented_481_3905899.png,1
11641,Dataset\Train\WithMask\Augmented_481_6294014.png,1
11642,Dataset\Train\WithMask\Augmented_481_6348512.png,1
11643,Dataset\Train\WithMask\Augmented_482_1181063.png,1
11644,Dataset\Train\WithMask\Augmented_482_257255.png,1
11645,Dataset\Train\WithMask\Augmented_482_6058205.png,1
11646,Dataset\Train\WithMask\Augmented_482_6081423.png,1
11647,Dataset\Train\WithMask\Augmented_482_6413881.png,1
11648,Dataset\Train\WithMask\Augmented_482_8209225.png,1
11649,Dataset\Train\WithMask\Augmented_483_1007244.png,1
11650,Dataset\Train\WithMask\Augmented_483_1068482.png,1
11651,Dataset\Train\WithMask\Augmented_483_1883111.png,1
11652,Dataset\Train\WithMask\Augmented_483_3465479.png,1
11653,Dataset\Train\WithMask\Augmented_483_8034955.png,1
11654,Dataset\Train\WithMask\Augmented_484_2537368.png,1
11655,Dataset\Train\WithMask\Augmented_484_3752233.png,1
11656,Dataset\Train\WithMask\Augmented_484_407628.png,1
11657,Dataset\Train\WithMask\Augmented_484_4313901.png,1
11658,Dataset\Train\WithMask\Augmented_484_6997474.png,1
11659,Dataset\Train\WithMask\Augmented_485_6463340.png,1
11660,Dataset\Train\WithMask\Augmented_485_7258907.png,1
11661,Dataset\Train\WithMask\Augmented_485_8286257.png,1
11662,Dataset\Train\WithMask\Augmented_485_9206621.png,1
11663,Dataset\Train\WithMask\Augmented_485_9271400.png,1
11664,Dataset\Train\WithMask\Augmented_485_9669208.png,1
11665,Dataset\Train\WithMask\Augmented_486_2581219.png,1
11666,Dataset\Train\WithMask\Augmented_486_2748812.png,1
11667,Dataset\Train\WithMask\Augmented_486_5019952.png,1
11668,Dataset\Train\WithMask\Augmented_486_5233717.png,1
11669,Dataset\Train\WithMask\Augmented_486_566378.png,1
11670,Dataset\Train\WithMask\Augmented_486_7968937.png,1
11671,Dataset\Train\WithMask\Augmented_487_510877.png,1
11672,Dataset\Train\WithMask\Augmented_487_5450135.png,1
11673,Dataset\Train\WithMask\Augmented_487_5899751.png,1
11674,Dataset\Train\WithMask\Augmented_487_6038537.png,1
11675,Dataset\Train\WithMask\Augmented_487_6327104.png,1
11676,Dataset\Train\WithMask\Augmented_487_6548620.png,1
11677,Dataset\Train\WithMask\Augmented_488_2282225.png,1
11678,Dataset\Train\WithMask\Augmented_488_3255270.png,1
11679,Dataset\Train\WithMask\Augmented_488_3971566.png,1
11680,Dataset\Train\WithMask\Augmented_488_8045159.png,1
11681,Dataset\Train\WithMask\Augmented_488_8172872.png,1
11682,Dataset\Train\WithMask\Augmented_489_2791152.png,1
11683,Dataset\Train\WithMask\Augmented_489_4461895.png,1
11684,Dataset\Train\WithMask\Augmented_489_5024297.png,1
11685,Dataset\Train\WithMask\Augmented_489_5490511.png,1
11686,Dataset\Train\WithMask\Augmented_489_6470525.png,1
11687,Dataset\Train\WithMask\Augmented_489_8180292.png,1
11688,Dataset\Train\WithMask\Augmented_48_2091427.png,1
11689,Dataset\Train\WithMask\Augmented_48_3206187.png,1
11690,Dataset\Train\WithMask\Augmented_48_5483460.png,1
11691,Dataset\Train\WithMask\Augmented_48_7657585.png,1
11692,Dataset\Train\WithMask\Augmented_48_8361141.png,1
11693,Dataset\Train\WithMask\Augmented_490_1582752.png,1
11694,Dataset\Train\WithMask\Augmented_490_5344362.png,1
11695,Dataset\Train\WithMask\Augmented_490_6561482.png,1
11696,Dataset\Train\WithMask\Augmented_490_6932451.png,1
11697,Dataset\Train\WithMask\Augmented_490_7861335.png,1
11698,Dataset\Train\WithMask\Augmented_491_1132819.png,1
11699,Dataset\Train\WithMask\Augmented_491_3895125.png,1
11700,Dataset\Train\WithMask\Augmented_491_4623105.png,1
11701,Dataset\Train\WithMask\Augmented_491_5916085.png,1
11702,Dataset\Train\WithMask\Augmented_491_9931902.png,1
11703,Dataset\Train\WithMask\Augmented_492_1178090.png,1
11704,Dataset\Train\WithMask\Augmented_492_1624412.png,1
11705,Dataset\Train\WithMask\Augmented_492_558837.png,1
11706,Dataset\Train\WithMask\Augmented_492_7571972.png,1
11707,Dataset\Train\WithMask\Augmented_492_8642732.png,1
11708,Dataset\Train\WithMask\Augmented_493_2709922.png,1
11709,Dataset\Train\WithMask\Augmented_493_4197267.png,1
11710,Dataset\Train\WithMask\Augmented_493_4614889.png,1
11711,Dataset\Train\WithMask\Augmented_493_479176.png,1
11712,Dataset\Train\WithMask\Augmented_493_6949634.png,1
11713,Dataset\Train\WithMask\Augmented_494_2124681.png,1
11714,Dataset\Train\WithMask\Augmented_494_6696701.png,1
11715,Dataset\Train\WithMask\Augmented_494_6781371.png,1
11716,Dataset\Train\WithMask\Augmented_494_8371508.png,1
11717,Dataset\Train\WithMask\Augmented_494_9149659.png,1
11718,Dataset\Train\WithMask\Augmented_495_3180798.png,1
11719,Dataset\Train\WithMask\Augmented_495_3772314.png,1
11720,Dataset\Train\WithMask\Augmented_495_5549076.png,1
11721,Dataset\Train\WithMask\Augmented_495_5568363.png,1
11722,Dataset\Train\WithMask\Augmented_495_7331153.png,1
11723,Dataset\Train\WithMask\Augmented_495_8464064.png,1
11724,Dataset\Train\WithMask\Augmented_496_5060702.png,1
11725,Dataset\Train\WithMask\Augmented_496_5150216.png,1
11726,Dataset\Train\WithMask\Augmented_496_531426.png,1
11727,Dataset\Train\WithMask\Augmented_496_5839029.png,1
11728,Dataset\Train\WithMask\Augmented_496_8436123.png,1
11729,Dataset\Train\WithMask\Augmented_497_2069470.png,1
11730,Dataset\Train\WithMask\Augmented_497_2528982.png,1
11731,Dataset\Train\WithMask\Augmented_497_3628890.png,1
11732,Dataset\Train\WithMask\Augmented_497_7289247.png,1
11733,Dataset\Train\WithMask\Augmented_497_7305089.png,1
11734,Dataset\Train\WithMask\Augmented_497_9619842.png,1
11735,Dataset\Train\WithMask\Augmented_498_5397884.png,1
11736,Dataset\Train\WithMask\Augmented_498_6032945.png,1
11737,Dataset\Train\WithMask\Augmented_499_1718754.png,1
11738,Dataset\Train\WithMask\Augmented_499_2543324.png,1
11739,Dataset\Train\WithMask\Augmented_499_7520049.png,1
11740,Dataset\Train\WithMask\Augmented_499_757351.png,1
11741,Dataset\Train\WithMask\Augmented_499_7791851.png,1
11742,Dataset\Train\WithMask\Augmented_49_4296359.png,1
11743,Dataset\Train\WithMask\Augmented_49_5364538.png,1
11744,Dataset\Train\WithMask\Augmented_49_6534529.png,1
11745,Dataset\Train\WithMask\Augmented_49_7793706.png,1
11746,Dataset\Train\WithMask\Augmented_4_1212661.png,1
11747,Dataset\Train\WithMask\Augmented_4_5287927.png,1
11748,Dataset\Train\WithMask\Augmented_4_6251114.png,1
11749,Dataset\Train\WithMask\Augmented_4_7492884.png,1
11750,Dataset\Train\WithMask\Augmented_4_9276013.png,1
11751,Dataset\Train\WithMask\Augmented_4_9695735.png,1
11752,Dataset\Train\WithMask\Augmented_500_117514.png,1
11753,Dataset\Train\WithMask\Augmented_500_3200273.png,1
11754,Dataset\Train\WithMask\Augmented_500_6212416.png,1
11755,Dataset\Train\WithMask\Augmented_500_7108190.png,1
11756,Dataset\Train\WithMask\Augmented_501_2412248.png,1
11757,Dataset\Train\WithMask\Augmented_501_4580601.png,1
11758,Dataset\Train\WithMask\Augmented_501_4853959.png,1
11759,Dataset\Train\WithMask\Augmented_501_7694528.png,1
11760,Dataset\Train\WithMask\Augmented_501_8875047.png,1
11761,Dataset\Train\WithMask\Augmented_502_1440576.png,1
11762,Dataset\Train\WithMask\Augmented_502_230415.png,1
11763,Dataset\Train\WithMask\Augmented_502_6138622.png,1
11764,Dataset\Train\WithMask\Augmented_502_6873698.png,1
11765,Dataset\Train\WithMask\Augmented_502_9339743.png,1
11766,Dataset\Train\WithMask\Augmented_503_357253.png,1
11767,Dataset\Train\WithMask\Augmented_503_4550490.png,1
11768,Dataset\Train\WithMask\Augmented_503_6369559.png,1
11769,Dataset\Train\WithMask\Augmented_503_7878811.png,1
11770,Dataset\Train\WithMask\Augmented_503_8956890.png,1
11771,Dataset\Train\WithMask\Augmented_504_2275912.png,1
11772,Dataset\Train\WithMask\Augmented_504_4831196.png,1
11773,Dataset\Train\WithMask\Augmented_504_7333199.png,1
11774,Dataset\Train\WithMask\Augmented_504_7586036.png,1
11775,Dataset\Train\WithMask\Augmented_505_3747869.png,1
11776,Dataset\Train\WithMask\Augmented_505_4241451.png,1
11777,Dataset\Train\WithMask\Augmented_505_446747.png,1
11778,Dataset\Train\WithMask\Augmented_505_4694065.png,1
11779,Dataset\Train\WithMask\Augmented_505_6457315.png,1
11780,Dataset\Train\WithMask\Augmented_506_2555957.png,1
11781,Dataset\Train\WithMask\Augmented_506_2750310.png,1
11782,Dataset\Train\WithMask\Augmented_506_3460701.png,1
11783,Dataset\Train\WithMask\Augmented_506_7084705.png,1
11784,Dataset\Train\WithMask\Augmented_506_8051581.png,1
11785,Dataset\Train\WithMask\Augmented_507_5130496.png,1
11786,Dataset\Train\WithMask\Augmented_507_7478718.png,1
11787,Dataset\Train\WithMask\Augmented_507_967442.png,1
11788,Dataset\Train\WithMask\Augmented_508_2411664.png,1
11789,Dataset\Train\WithMask\Augmented_508_3942712.png,1
11790,Dataset\Train\WithMask\Augmented_508_4959993.png,1
11791,Dataset\Train\WithMask\Augmented_508_7633343.png,1
11792,Dataset\Train\WithMask\Augmented_508_9436648.png,1
11793,Dataset\Train\WithMask\Augmented_509_1620970.png,1
11794,Dataset\Train\WithMask\Augmented_509_362037.png,1
11795,Dataset\Train\WithMask\Augmented_509_4591080.png,1
11796,Dataset\Train\WithMask\Augmented_509_9288848.png,1
11797,Dataset\Train\WithMask\Augmented_50_1243685.png,1
11798,Dataset\Train\WithMask\Augmented_50_2485099.png,1
11799,Dataset\Train\WithMask\Augmented_50_2753757.png,1
11800,Dataset\Train\WithMask\Augmented_50_3080297.png,1
11801,Dataset\Train\WithMask\Augmented_50_771835.png,1
11802,Dataset\Train\WithMask\Augmented_510_5008481.png,1
11803,Dataset\Train\WithMask\Augmented_510_5137337.png,1
11804,Dataset\Train\WithMask\Augmented_510_5775632.png,1
11805,Dataset\Train\WithMask\Augmented_510_9164830.png,1
11806,Dataset\Train\WithMask\Augmented_510_9294101.png,1
11807,Dataset\Train\WithMask\Augmented_511_2265856.png,1
11808,Dataset\Train\WithMask\Augmented_511_2668716.png,1
11809,Dataset\Train\WithMask\Augmented_511_6366882.png,1
11810,Dataset\Train\WithMask\Augmented_511_6940217.png,1
11811,Dataset\Train\WithMask\Augmented_512_3993588.png,1
11812,Dataset\Train\WithMask\Augmented_512_4161482.png,1
11813,Dataset\Train\WithMask\Augmented_512_615787.png,1
11814,Dataset\Train\WithMask\Augmented_512_6325417.png,1
11815,Dataset\Train\WithMask\Augmented_512_8512326.png,1
11816,Dataset\Train\WithMask\Augmented_513_1338112.png,1
11817,Dataset\Train\WithMask\Augmented_513_2694833.png,1
11818,Dataset\Train\WithMask\Augmented_513_4542656.png,1
11819,Dataset\Train\WithMask\Augmented_513_6538763.png,1
11820,Dataset\Train\WithMask\Augmented_513_7121364.png,1
11821,Dataset\Train\WithMask\Augmented_514_1838291.png,1
11822,Dataset\Train\WithMask\Augmented_514_4003912.png,1
11823,Dataset\Train\WithMask\Augmented_514_5785186.png,1
11824,Dataset\Train\WithMask\Augmented_514_6038117.png,1
11825,Dataset\Train\WithMask\Augmented_514_6933228.png,1
11826,Dataset\Train\WithMask\Augmented_514_8077434.png,1
11827,Dataset\Train\WithMask\Augmented_515_2074708.png,1
11828,Dataset\Train\WithMask\Augmented_515_2671487.png,1
11829,Dataset\Train\WithMask\Augmented_515_6481272.png,1
11830,Dataset\Train\WithMask\Augmented_515_6592402.png,1
11831,Dataset\Train\WithMask\Augmented_515_7678035.png,1
11832,Dataset\Train\WithMask\Augmented_515_9226830.png,1
11833,Dataset\Train\WithMask\Augmented_516_3156041.png,1
11834,Dataset\Train\WithMask\Augmented_516_4330377.png,1
11835,Dataset\Train\WithMask\Augmented_516_5392819.png,1
11836,Dataset\Train\WithMask\Augmented_516_8013867.png,1
11837,Dataset\Train\WithMask\Augmented_516_9603252.png,1
11838,Dataset\Train\WithMask\Augmented_517_2928262.png,1
11839,Dataset\Train\WithMask\Augmented_517_7809227.png,1
11840,Dataset\Train\WithMask\Augmented_517_8942636.png,1
11841,Dataset\Train\WithMask\Augmented_517_9776956.png,1
11842,Dataset\Train\WithMask\Augmented_518_1749895.png,1
11843,Dataset\Train\WithMask\Augmented_518_311906.png,1
